firstname,surname,birthdate,zip_codes
CRAIG,NEAL,4/29/69,11227
DAVID,DAVIS,9/1/40,11226
RAYMOND,RICHARDSON,8/18/54,11109
THOMAS,ADAMS,2/26/77,11377
THOMAS,HENDERSON,10/17/77,11226
CHARLES,MULLINS,3/30/71,11227
ANTONIO,DORSEY,11/28/59,11226
TIMOTHY,RUSH,4/18/62,11227
MICHAEL,HOLLAND,4/9/82,11109
ARTHUR,SMITH,5/9/53,11226
HENRY,FORD,1/9/95,11226
JAMES,FISCHER,8/17/87,11226
WILLIAM,BLEVINS,6/18/63,11226
ROGER,MCCARTY,5/17/73,11226
TIMOTHY,BOND,8/14/42,11227
MICHAEL,COX,3/10/75,11227
CARL,MORGAN,7/25/94,11226
PATRICK,ROSE,1/2/73,11227
MICHAEL,PENNINGTON,12/29/58,11227
JOHN,LANE,11/19/94,11226
TIMOTHY,DOTSON,8/14/76,11109
ROGER,SULLIVAN,11/16/66,11226
JAMES,MCCRAY,6/19/54,11377
DAVID,LEWIS,9/2/92,11226
DAVID,ALEXANDER,2/1/76,11226
KEVIN,WEAVER,11/24/54,11226
CHARLES,TUCKER,8/21/72,11227
JOHN,COX,9/17/60,11227
WILLIAM,BROWN,8/28/46,11377
JAMES,COX,1/20/72,11377
WALTER,RIVERS,2/18/57,11226
RAYMOND,THOMPSON,12/29/81,11109
TIMOTHY,GOFF,6/8/45,11226
DENNIS,WALLACE,9/26/58,11226
DAVID,CARSON,8/22/91,11226
JACK,RICE,3/6/85,11227
JOSE,WATTS,8/2/46,11377
JEREMY,EVANS,12/19/77,11226
ROBERT,JONES,11/29/83,11226
ROY,GIBBS,5/28/52,11227
MICHAEL,BROOKS,5/1/95,11226
JOSE,COBB,9/2/43,11226
ALBERT,MARTINEZ,10/29/83,11227
ROY,MCCARTY,4/26/66,11227
BENJAMIN,WOOD,8/7/82,11226
TIMOTHY,WALKER,8/29/54,11377
JASON,LARA,4/3/63,11226
ANDREW,CANTU,10/11/68,11226
WILLIE,PHILLIPS,4/16/85,11226
KENNETH,HILL,5/26/51,11226
HARRY,GILL,2/8/81,11227
WILLIAM,MCCLAIN,9/16/91,11109
ANTHONY,WRIGHT,3/5/81,11226
JOHN,CLARK,10/20/55,11227
THOMAS,HILL,8/18/63,11227
JOHN,HARRINGTON,10/13/53,11227
NICHOLAS,SIMPSON,5/30/54,11226
JUSTIN,TERRY,1/5/42,11226
GEORGE,SANDERS,7/7/56,11226
ROBERT,THOMAS,3/13/83,11226
ROGER,RICHARDSON,10/2/73,11109
JAMES,SUMMERS,3/15/82,11227
JAMES,GREER,7/11/46,11109
HARRY,ERICKSON,11/7/95,11227
ROBERT,PALMER,3/15/91,11109
JEFFREY,POPE,3/21/62,11226
GEORGE,RICHARDSON,9/15/48,11227
WILLIAM,JONES,10/2/84,11226
STEVEN,HUDSON,5/8/71,11109
THOMAS,BROWN,12/17/71,11226
JOSE,GARDNER,2/23/94,11226
THOMAS,JOHNSON,2/1/51,11227
ANTHONY,RAY,10/6/94,11227
FRED,OCONNOR,8/24/85,11109
JEREMY,MERCER,4/11/57,11227
WILLIAM,KING,3/22/91,11227
ROGER,KELLY,7/10/93,11227
HENRY,JOHNSON,8/2/97,11227
TODD,WEST,11/24/44,11226
DAVID,DELGADO,5/18/96,11226
JOSE,PARKER,12/21/43,11226
MICHAEL,SHANNON,1/5/60,11377
TERRY,MATTHEWS,10/8/75,11377
ROBERT,WRIGHT,11/21/60,11227
TIMOTHY,SMITH,7/19/79,11227
RAYMOND,KIM,8/20/71,11227
DANIEL,HUMPHREY,8/5/84,11377
AARON,HARRIS,5/30/61,11227
TODD,PENNINGTON,5/14/63,11227
ROBERT,COLON,11/23/41,11226
LOUIS,BURNS,10/25/62,11109
JOHN,BAKER,4/3/44,11109
HAROLD,RIVAS,8/26/73,11226
LAWRENCE,SMITH,10/29/48,11377
JOSE,HOPKINS,2/4/89,11226
JOHN,ANDERSON,9/30/62,11377
JERRY,CORTEZ,10/28/78,11226
MARK,YANG,2/6/85,11226
RONALD,EVANS,3/18/95,11226
RAYMOND,DONALDSON,1/11/71,11109
DAVID,HARMON,8/5/56,11226
TERRY,GONZALEZ,12/1/90,11109
KEITH,BONNER,12/29/53,11226
STEPHEN,ROBINSON,3/21/96,11226
DAVID,BOWMAN,10/30/79,11227
JOSHUA,BROWN,4/27/79,11226
ROY,MURRAY,8/6/85,11226
JAMES,WOOD,4/20/60,11226
LOUIS,THOMAS,8/13/50,11226
DAVID,RUIZ,7/29/49,11226
GARY,NIXON,9/19/63,11226
EDWARD,STONE,7/9/48,11226
JAMES,CALDWELL,5/21/98,11226
JIMMY,WELCH,4/9/94,11226
JAMES,MCINTOSH,3/6/54,11227
JAMES,JUAREZ,5/19/78,11226
MICHAEL,TILLMAN,10/28/53,11226
MARK,BROOKS,2/24/60,11109
CHRISTOPHER,NICHOLS,9/17/88,11377
KENNETH,SAVAGE,8/7/63,11226
ROBERT,ROBERTS,3/6/40,11377
FRANK,JAMES,11/22/49,11226
KEVIN,QUINN,7/23/59,11226
FRANK,MAXWELL,3/27/76,11377
CHRISTOPHER,TYSON,12/6/56,11226
GARY,DENNIS,7/2/79,11226
JAMES,HARRIS,4/20/81,11226
ROBERT,MORRISON,5/12/62,11226
GEORGE,WILLIAMS,10/4/77,11226
RYAN,PACE,1/2/84,11226
ROY,JONES,9/2/55,11377
DAVID,ADAMS,1/9/75,11226
JOE,RUIZ,12/25/89,11109
BRIAN,HARRISON,2/23/95,11227
CHARLES,KING,3/21/76,11227
CHARLES,HERNANDEZ,6/6/79,11226
ROBERT,CARR,3/30/99,11227
MARK,THOMPSON,4/25/91,11226
TIMOTHY,PATTERSON,6/24/95,11226
WILLIAM,HANSEN,11/7/62,11227
CHARLES,JOHNSON,4/15/90,11226
PAUL,ADAMS,11/26/41,11377
JAMES,THOMAS,2/28/86,11227
TIMOTHY,LARSON,6/30/94,11226
STEPHEN,BRYANT,5/27/94,11226
AARON,ROGERS,6/11/98,11227
ANTHONY,JONES,2/13/74,11226
DONALD,KEY,3/10/75,11226
JOHN,SMITH,12/8/43,11226
JAMES,CHANEY,3/14/41,11226
NICHOLAS,ALVAREZ,9/28/97,11227
KEITH,REID,12/2/67,11226
HOWARD,ROACH,12/13/55,11226
DONALD,COCHRAN,5/19/79,11226
RICHARD,COTE,3/5/40,11226
CHRISTOPHER,HYDE,9/15/99,11109
BRANDON,BURNETT,7/7/91,11226
JAMES,HUDSON,6/10/42,11226
CHARLES,ANDREWS,11/27/40,11226
EUGENE,LEACH,9/27/84,11226
THOMAS,ROSARIO,7/29/89,11227
JOE,TAYLOR,2/10/42,11226
JOSHUA,WEST,9/19/44,11377
FRANK,CLEMENTS,10/10/40,11227
JOSEPH,SMITH,11/5/64,11109
JAMES,ROACH,12/29/69,11226
WILLIAM,HOWARD,9/23/45,11109
THOMAS,NORTON,9/21/69,11227
ANDREW,SIMS,7/3/99,11226
RICHARD,BAILEY,1/12/42,11226
RYAN,BROWN,3/19/64,11226
ROBERT,YOUNG,6/13/47,11226
MARK,SOTO,1/15/79,11226
JONATHAN,SANTIAGO,6/16/63,11226
JOSEPH,HULL,8/6/69,11226
JUSTIN,ANDERSON,10/25/75,11226
JOHN,BUTLER,2/5/99,11226
DONALD,MOSS,1/2/56,11226
STEPHEN,THOMPSON,8/14/83,11227
PAUL,GARRETT,3/13/55,11226
STEVEN,GOMEZ,2/18/53,11227
TIMOTHY,LEWIS,3/16/56,11377
ANDREW,CASTRO,4/12/43,11226
MARTIN,SELLERS,1/2/81,11226
JOHN,WHEELER,3/1/51,11109
JOSEPH,PEREZ,5/27/52,11227
ROBERT,DIXON,4/23/42,11377
MARK,JONES,8/18/52,11109
MICHAEL,SMITH,11/27/87,11226
WILLIAM,WILSON,9/24/75,11226
FRANK,GREEN,9/10/55,11226
JAMES,RODRIGUEZ,4/17/90,11377
KEVIN,HOLMES,5/9/90,11226
STEPHEN,VANCE,5/15/50,11377
JOSE,FINLEY,8/18/53,11109
WILLIAM,GRIFFITH,5/30/69,11226
JOHNNY,HOPPER,8/29/70,11377
SHAWN,MARQUEZ,12/28/88,11109
JAMES,IRWIN,8/24/99,11227
STEVEN,HALL,2/12/41,11227
MICHAEL,PERRY,7/9/83,11377
DAVID,MORGAN,11/20/41,11226
JAMES,LEE,7/14/71,11226
DENNIS,JOSEPH,10/31/71,11226
CLARENCE,GOLDEN,11/1/53,11227
JAMES,GORDON,4/20/86,11227
MATTHEW,WILSON,7/26/64,11226
GARY,WALLACE,5/19/58,11227
ALBERT,INGRAM,8/29/88,11226
DENNIS,SANDERS,10/6/72,11377
JOHN,GREEN,3/29/79,11227
JAMES,SMITH,4/12/44,11227
DONALD,PRINCE,8/16/47,11227
ROBERT,RUIZ,1/6/93,11226
THOMAS,HILL,7/4/72,11227
RAYMOND,BOLTON,11/5/88,11227
RALPH,POWELL,9/1/67,11226
RAYMOND,SWANSON,11/6/58,11226
THOMAS,LEE,1/3/41,11226
CHARLES,SIMMONS,12/16/96,11377
JAMES,MORGAN,5/28/60,11226
JAMES,WEAVER,9/25/58,11226
JAMES,THORNTON,11/8/58,11226
RICHARD,MILLER,8/26/53,11226
NICHOLAS,WALSH,9/9/66,11226
GREGORY,RICHARDSON,5/26/55,11227
RICHARD,PETERSON,4/13/55,11109
JEFFREY,GARZA,11/1/74,11377
WILLIAM,HURST,10/11/56,11227
JEFFREY,WALLACE,9/4/90,11227
CARL,DANIELS,9/26/91,11226
JONATHAN,CRUZ,3/29/71,11226
CHARLES,ALVARADO,1/14/53,11377
STEVEN,TODD,10/29/97,11109
DANIEL,HALL,2/13/56,11226
THOMAS,CHANEY,11/1/45,11226
DAVID,PATTERSON,8/31/69,11226
TIMOTHY,WHITE,11/15/53,11226
STEVEN,BOWERS,11/20/75,11377
WILLIAM,STRONG,5/19/81,11226
TERRY,CRAIG,10/16/72,11377
ANTHONY,GILES,8/28/94,11226
DAVID,GARCIA,9/12/75,11227
THOMAS,MARTIN,3/2/70,11227
CARLOS,MARTIN,3/11/41,11109
JAMES,BENSON,12/2/96,11226
PAUL,REYNOLDS,5/25/95,11109
ROY,ANDREWS,8/17/71,11226
JOSEPH,JONES,6/19/89,11109
STEVEN,JOHNSON,3/30/94,11227
JAMES,DICKERSON,7/12/90,11377
JIMMY,DAVIS,7/11/80,11109
JOSHUA,NORMAN,6/13/79,11226
ROBERT,SMITH,11/25/65,11109
THOMAS,ROGERS,9/21/43,11226
EDWARD,STEVENS,11/7/44,11226
WILLIAM,BROWN,2/3/86,11377
ANDREW,TAYLOR,1/8/72,11377
MICHAEL,PEREZ,8/19/88,11227
JOE,WILLIAMS,3/21/98,11377
JEFFREY,LEWIS,11/18/75,11226
RALPH,MAXWELL,9/13/85,11226
RICHARD,REILLY,9/6/42,11226
ROBERT,KNAPP,8/11/53,11377
WALTER,LEWIS,2/1/54,11227
JASON,HOLMES,4/18/60,11226
TIMOTHY,ALVAREZ,12/28/90,11226
JERRY,CARTER,7/4/98,11226
MATTHEW,DOTSON,8/20/52,11227
GREGORY,DEAN,11/23/96,11226
ROBERT,JONES,12/23/45,11377
ANDREW,PHILLIPS,9/8/50,11109
VICTOR,SEARS,12/6/43,11226
WILLIAM,HILL,11/29/45,11227
DAVID,HARRISON,9/1/69,11227
CHARLES,AUSTIN,2/17/96,11227
JOHN,RHODES,2/21/76,11226
JUAN,BROWN,11/29/46,11109
PETER,COMBS,4/7/84,11227
RONALD,THOMPSON,7/1/40,11109
JOHN,ALEXANDER,3/22/56,11226
TERRY,WARD,3/15/69,11226
CHARLES,RAMIREZ,9/4/96,11226
RICHARD,DANIELS,10/17/53,11227
JAMES,BULLOCK,4/1/45,11226
THOMAS,SANCHEZ,10/5/87,11377
FRANK,HOUSE,10/20/61,11226
JONATHAN,ANDERSON,4/10/40,11226
DAVID,HENSON,2/16/55,11377
THOMAS,WEAVER,10/7/40,11226
RUSSELL,JENKINS,3/23/72,11227
BILLY,TAYLOR,8/14/80,11377
GARY,WHITE,5/28/96,11226
DAVID,MARTIN,8/18/50,11109
THOMAS,JOHNS,8/6/64,11227
JOSHUA,CONRAD,12/6/99,11226
JOHN,DIXON,1/19/75,11227
CLARENCE,GALLOWAY,5/19/65,11377
ROY,CONWAY,4/15/63,11227
PAUL,SHORT,7/9/43,11226
FRANK,SMITH,1/21/48,11227
JAMES,BUTLER,10/18/61,11377
ROBERT,WYATT,2/16/87,11227
EDWARD,GARDNER,4/4/75,11226
ROBERT,CASE,10/29/98,11227
SHAWN,GORDON,8/6/53,11226
STEVEN,REID,2/20/58,11377
WILLIAM,FRENCH,3/8/91,11226
ADAM,LOPEZ,12/19/94,11227
EDWARD,WEAVER,8/2/59,11226
ANDREW,STARK,1/26/98,11226
DONALD,MCDANIEL,8/11/65,11227
PAUL,PERKINS,10/31/96,11226
RAYMOND,DEAN,10/30/63,11227
ROBERT,JACKSON,12/25/54,11226
TERRY,MEDINA,7/16/83,11227
RONALD,WHITE,6/24/64,11377
BRUCE,BOONE,9/15/70,11377
TIMOTHY,MCLAUGHLIN,2/7/67,11226
JAMES,BURKE,1/26/47,11377
KEVIN,JACKSON,7/28/76,11377
BOBBY,ADAMS,5/20/66,11226
MICHAEL,MASON,1/21/67,11109
PETER,WYATT,8/6/94,11226
FRANK,ROBINSON,5/13/53,11226
MATTHEW,SMITH,12/15/70,11226
BOBBY,LE,7/20/42,11226
DAVID,RICE,5/31/78,11377
ANTHONY,WILSON,1/21/70,11226
ROBERT,CARTER,12/6/95,11226
HENRY,CHRISTENSEN,8/11/85,11109
DAVID,JONES,1/8/54,11226
KEVIN,WILSON,4/26/92,11226
STEVEN,CARRILLO,7/7/92,11226
BRIAN,JONES,8/27/71,11109
RANDY,WINTERS,12/18/95,11226
SHAWN,BROWN,8/13/76,11227
KEITH,PECK,9/7/68,11226
MARTIN,MCKEE,5/29/80,11226
DENNIS,MASON,8/25/84,11109
RANDY,VELEZ,9/27/76,11226
JOHN,BROWN,1/1/44,11377
GERALD,DAY,10/21/83,11226
JOHN,PEREZ,5/12/53,11377
JUAN,ROBINSON,12/1/77,11226
JEFFREY,WILLIAMS,3/4/65,11227
MARK,JOHNS,3/15/71,11227
JOSEPH,BRUCE,8/5/63,11226
JOHN,PHILLIPS,11/3/51,11109
WILLIE,SPENCER,3/19/92,11227
WILLIE,HICKS,7/20/92,11226
THOMAS,RICHARDSON,8/19/90,11227
CHARLES,OWENS,12/21/57,11109
JONATHAN,JONES,11/15/76,11377
MICHAEL,CARLSON,11/29/88,11226
MATTHEW,CRAWFORD,10/31/45,11226
THOMAS,COLE,6/21/40,11227
JOHN,WALSH,11/17/40,11226
ERNEST,JOHNSON,4/17/58,11226
MATTHEW,BROOKS,4/8/43,11377
JOHN,HARMON,9/4/87,11109
HOWARD,MCDONALD,4/24/79,11226
ANTHONY,ALLEN,6/28/54,11226
CHARLES,HUDSON,7/8/71,11226
ERIC,NELSON,11/19/43,11227
JAMES,HUBBARD,11/26/53,11227
KEVIN,WALKER,3/12/73,11109
JAMES,HILL,6/12/50,11226
CHRIS,BAILEY,2/12/62,11226
JAMES,BOND,2/23/79,11227
RICHARD,BUSH,11/30/72,11226
CHARLES,WELCH,6/19/52,11226
PHILLIP,CLEMENTS,3/7/85,11109
STEVE,BOOTH,4/30/55,11109
JOSEPH,BROWN,2/11/50,11109
CHARLES,CASTANEDA,11/26/53,11227
WILLIAM,MORROW,11/24/62,11226
JAMES,RICHARDSON,5/4/47,11226
LAWRENCE,BOYD,9/13/55,11226
RICHARD,SALAZAR,5/29/66,11226
JAMES,WOLF,12/9/57,11226
JACK,HOWARD,4/23/61,11226
JUAN,HARRIS,2/5/54,11226
JEFFREY,HOWELL,1/23/60,11226
MATTHEW,BRYANT,4/17/95,11226
EDWARD,LEBLANC,3/27/57,11377
ARTHUR,BRYANT,6/4/86,11226
TERRY,JOHNSON,12/20/56,11226
FRANK,FARMER,10/10/68,11227
DOUGLAS,WILLIAMSON,9/30/66,11226
DOUGLAS,HAMMOND,8/22/91,11226
DANIEL,DIXON,2/3/90,11109
DANIEL,COOK,7/25/76,11377
JOHNNY,SMITH,5/12/57,11226
JOHN,HOLLOWAY,8/12/71,11226
ROBERT,PHILLIPS,5/15/56,11377
JAMES,MILLER,1/15/62,11377
MICHAEL,MATTHEWS,2/5/47,11377
CHARLES,GRAHAM,6/12/60,11109
JIMMY,JOHNSON,7/18/59,11109
JAMES,LEONARD,6/24/63,11226
WILLIAM,ANDERSON,2/21/59,11377
JOSHUA,MARKS,11/15/65,11377
WILLIE,HICKS,5/23/70,11227
ROBERT,MORRIS,10/25/50,11109
JIMMY,JACKSON,10/12/99,11227
TIMOTHY,FISCHER,6/22/77,11377
BOBBY,DAVIS,8/29/93,11109
FRANK,PITTMAN,11/19/77,11226
CHRISTOPHER,SMITH,8/6/55,11377
DOUGLAS,LUNA,10/4/73,11109
MICHAEL,LOPEZ,7/20/77,11226
CHRIS,BIRD,5/17/62,11227
LARRY,SOTO,2/6/77,11377
JAMES,BARRETT,11/19/78,11226
MICHAEL,MARTINEZ,8/30/46,11109
RICHARD,WRIGHT,4/12/69,11226
THOMAS,NELSON,3/1/89,11377
JOSE,MONTGOMERY,4/17/59,11226
THOMAS,MEADOWS,2/19/57,11226
ROBERT,JEFFERSON,11/23/79,11377
DONALD,CLARK,5/20/45,11226
GEORGE,BOYD,5/25/66,11377
ERIC,SANCHEZ,4/23/58,11227
ROBERT,CUMMINGS,8/31/92,11226
GARY,BENDER,9/20/61,11226
DAVID,PATTERSON,12/9/65,11109
JAMES,EDWARDS,5/18/77,11109
JEREMY,GALLAGHER,8/21/94,11109
JAMES,STOUT,2/19/50,11226
TIMOTHY,HALL,8/19/72,11109
STEPHEN,GILBERT,11/29/61,11226
DANIEL,GONZALEZ,2/13/80,11377
MICHAEL,BOWMAN,4/10/52,11109
WALTER,TUCKER,3/29/81,11227
RICHARD,SMITH,6/13/43,11227
MARK,PHILLIPS,5/3/73,11377
DAVID,ZAMORA,11/16/51,11226
THOMAS,THOMAS,6/2/50,11109
STEPHEN,FITZGERALD,12/17/85,11377
DANIEL,GUY,1/25/46,11226
PATRICK,PEREZ,4/18/97,11227
DAVID,THOMAS,7/5/64,11226
STEPHEN,BENDER,7/2/95,11109
RICHARD,ESPINOZA,4/9/70,11226
JOSE,HOLMES,5/6/68,11227
WILLIAM,MURPHY,5/29/73,11227
MATTHEW,PICKETT,2/4/97,11226
DAVID,COOK,5/23/66,11226
WILLIAM,MCGEE,5/8/77,11226
STEPHEN,DAVIS,10/16/75,11227
BOBBY,HILL,4/13/50,11227
RONALD,PAGE,4/19/66,11226
ROY,CRUZ,7/10/53,11109
GARY,PHELPS,6/18/88,11226
ANTONIO,HALE,8/25/86,11226
ROBERT,HENSLEY,6/14/50,11377
ANDREW,DAY,12/12/73,11227
JOSE,HARRISON,12/13/79,11226
JACK,RICHARDSON,1/12/96,11109
ROBERT,WALKER,11/11/69,11227
ROBERT,WILKINS,3/4/96,11227
CARL,BOWEN,3/28/93,11226
SHAWN,LEVY,1/21/47,11109
DENNIS,JENNINGS,8/1/84,11377
WILLIE,HUGHES,4/18/90,11109
GREGORY,SMITH,6/10/51,11109
ANTHONY,HORNE,4/3/81,11226
JOHN,SIMMONS,10/10/72,11226
DAVID,MITCHELL,3/9/99,11226
WILLIAM,BRIGGS,3/24/60,11227
HOWARD,CARLSON,6/24/92,11226
WILLIAM,TOWNSEND,8/25/98,11109
DONALD,HAWKINS,2/5/78,11377
JOHN,RODRIGUEZ,7/29/88,11109
JAMES,KING,10/6/90,11227
RONALD,ALLEN,9/26/50,11227
BRIAN,BENNETT,3/31/87,11109
DAVID,WEBB,5/24/84,11109
SHAWN,GRAHAM,8/22/78,11226
MICHAEL,MCDANIEL,3/22/74,11226
CHARLES,KING,5/27/50,11109
HARRY,CONNER,5/6/69,11227
WILLIAM,WALLACE,8/13/52,11227
JEFFREY,MARTIN,9/3/47,11226
JOSEPH,MURRAY,5/28/43,11226
LARRY,RAMOS,10/29/78,11377
KENNETH,CARRILLO,5/26/90,11109
JONATHAN,ORR,9/21/72,11227
WILLIAM,BOLTON,8/6/45,11226
DENNIS,JOHNSON,5/5/87,11226
DANIEL,SHAW,10/9/84,11226
WALTER,EVANS,5/30/77,11227
JAMES,FOSTER,4/5/58,11226
THOMAS,RODRIGUEZ,3/31/46,11226
RONALD,WEBB,9/11/62,11227
JOSEPH,BENSON,1/23/68,11227
KEITH,LEVY,10/5/88,11226
GREGORY,BUSH,10/5/57,11226
ROBERT,MITCHELL,10/10/73,11377
GARY,BURNS,2/25/42,11226
JOE,BROWN,5/1/66,11109
JOHN,MARSHALL,3/24/70,11226
HENRY,SHAW,5/7/93,11226
RICHARD,JOHNSON,8/20/64,11226
ANTHONY,BOND,2/19/95,11227
STEVEN,MILLER,11/12/73,11226
DENNIS,ANDERSON,9/11/55,11226
LOUIS,THOMPSON,4/10/82,11227
MICHAEL,WILLIAMS,4/19/90,11226
JAMES,WILSON,1/18/98,11226
WILLIE,VALDEZ,3/12/76,11109
WILLIAM,ANDERSON,10/22/43,11226
BRIAN,SCOTT,3/31/52,11226
GARY,JOHNSON,3/12/40,11377
JOHNNY,RAMIREZ,9/27/54,11226
RICHARD,WALKER,5/19/84,11109
JOHNNY,BUTLER,8/24/76,11227
JOHN,WOODS,1/30/63,11226
LARRY,JOHNSON,8/21/82,11109
CHRISTOPHER,OWEN,3/19/96,11377
DAVID,RAMIREZ,10/11/90,11227
MICHAEL,ROACH,5/29/95,11226
BRANDON,MARTINEZ,7/1/41,11227
JAMES,HARDY,6/18/96,11226
JAMES,BRADLEY,7/9/67,11109
SCOTT,BLANCHARD,12/27/47,11226
JASON,OWENS,5/3/61,11109
BRIAN,RIVERA,2/17/40,11227
DAVID,CARTER,1/15/47,11226
ROBERT,FROST,8/20/58,11227
MARK,WELCH,6/19/66,11109
GEORGE,HANSEN,10/14/73,11377
DONALD,PETERSON,11/20/94,11226
JOHN,BROOKS,5/13/89,11377
WALTER,UNDERWOOD,11/24/66,11226
CHRISTOPHER,JOHNSON,8/31/50,11226
DONALD,MORRIS,10/20/40,11226
SEAN,TAYLOR,8/28/66,11226
BILLY,PECK,2/8/78,11226
HOWARD,WOLFE,5/30/49,11227
PAUL,CARPENTER,5/30/61,11227
ANDREW,ROBERSON,1/22/60,11109
JOHN,YATES,12/4/66,11226
DONALD,GUTIERREZ,4/8/60,11227
PAUL,PEARSON,7/5/74,11226
ROBERT,GUZMAN,4/4/94,11109
ANTONIO,COOK,8/7/73,11226
JOHN,FREEMAN,7/4/81,11226
RICHARD,VALENTINE,2/23/72,11226
EARL,WILLIAMS,4/30/79,11226
CHRISTOPHER,RAMOS,9/22/41,11377
DONALD,CARLSON,3/17/49,11226
THOMAS,SHELTON,4/4/85,11226
JEREMY,SMITH,9/20/47,11227
CARLOS,MARTIN,10/6/90,11226
JOHN,EDWARDS,5/28/85,11226
JOSEPH,LEWIS,11/14/71,11377
ROBERT,TORRES,4/12/48,11226
CHARLES,BARNES,1/12/60,11226
MICHAEL,CALHOUN,5/28/78,11227
WAYNE,HARDIN,9/17/65,11226
GERALD,GARCIA,4/14/45,11226
WILLIAM,HOPKINS,12/19/53,11109
JOHN,STANTON,12/2/65,11109
ARTHUR,HOBBS,4/30/59,11377
JAMES,ANTHONY,5/20/55,11377
JAMES,ROBINSON,3/23/81,11227
JOHN,SULLIVAN,6/29/68,11227
GREGORY,GILLESPIE,2/22/84,11109
WAYNE,MOORE,5/29/42,11226
JAMES,ROBINSON,9/11/59,11226
GEORGE,HUFFMAN,5/13/55,11226
SCOTT,ENGLISH,6/14/57,11226
ROBERT,STEWART,3/9/73,11226
THOMAS,LOPEZ,2/5/89,11377
JOHN,DAVIS,12/25/93,11227
SCOTT,WARD,5/15/81,11109
MARK,BROWN,12/22/70,11377
CHARLES,STEWART,7/26/93,11109
DAVID,SPEARS,5/9/82,11226
DAVID,SMITH,7/13/68,11226
NICHOLAS,EDWARDS,12/2/45,11109
GREGORY,HAYES,9/16/45,11109
RONALD,LITTLE,10/24/79,11227
WILLIAM,PEREZ,12/19/65,11227
FRANK,VALENTINE,2/17/98,11226
JAMES,WILSON,6/6/65,11109
JOHN,JOHNSON,3/10/66,11109
RANDY,LEWIS,5/17/72,11226
SCOTT,SKINNER,2/28/83,11226
JOSEPH,BRITT,10/4/64,11227
JUAN,BARNES,7/9/88,11226
JOSEPH,DOYLE,11/26/97,11226
JEFFREY,BOYD,11/5/41,11226
ALBERT,CHASE,8/27/69,11109
SAMUEL,FRENCH,5/28/82,11227
ROBERT,NOBLE,1/5/50,11226
JACK,CHAMBERS,4/27/91,11226
ALBERT,BAKER,3/4/65,11226
RONALD,COMPTON,3/23/49,11226
TIMOTHY,RHODES,2/4/52,11227
CHARLES,AUSTIN,1/9/50,11377
CHARLES,GUTHRIE,6/21/73,11109
RANDY,COOK,2/22/68,11227
CARL,MEDINA,8/1/67,11109
MATTHEW,BERGER,12/25/62,11227
FRANK,NGUYEN,10/17/61,11227
WILLIAM,SALINAS,3/3/46,11226
MATTHEW,LONG,1/6/88,11226
RONALD,JOHNSON,3/15/55,11227
THOMAS,HOOPER,8/24/66,11226
ROBERT,BOYD,10/29/44,11226
GARY,SIMPSON,7/4/83,11227
DONALD,STANTON,4/26/48,11109
ROBERT,BRYANT,10/5/64,11226
WILLIAM,VAUGHAN,9/12/65,11226
JOHN,CAMPBELL,1/5/89,11226
CHARLES,SUMMERS,2/22/96,11227
RICHARD,ORTIZ,9/30/52,11227
LAWRENCE,BROWN,11/2/76,11227
ROGER,PACHECO,9/9/81,11226
ANTHONY,DAVIS,11/6/94,11377
DANIEL,BARKER,7/20/73,11109
WAYNE,TURNER,9/11/93,11226
PATRICK,BUTLER,4/17/67,11226
CHARLES,TORRES,5/19/94,11226
JIMMY,MALONE,10/13/57,11227
JAMES,GEORGE,1/31/67,11226
PAUL,HARRIS,9/17/66,11377
MARK,BREWER,9/9/79,11377
GEORGE,HARMON,1/22/79,11377
STEVEN,WOODS,1/27/47,11226
ROGER,HENRY,9/25/57,11226
RALPH,FRENCH,1/19/58,11226
MATTHEW,CANTU,2/21/54,11226
RALPH,FULTON,7/25/64,11227
DAVID,PARKER,2/7/57,11109
JOHN,REYNOLDS,6/20/62,11227
KENNETH,TAYLOR,11/15/73,11227
WALTER,FISHER,3/6/78,11109
JEREMY,MORRIS,1/15/58,11226
ALAN,THOMAS,4/5/64,11377
RALPH,MCFARLAND,6/12/40,11226
JAMES,SMITH,12/1/65,11227
ANTONIO,CANNON,4/8/45,11226
FRANK,THOMAS,5/21/90,11227
PETER,GARZA,1/26/71,11226
GERALD,BARNETT,11/26/88,11226
ROGER,STEVENS,1/9/65,11227
STEPHEN,COLLINS,4/6/72,11226
WILLIAM,REESE,7/9/57,11227
KEITH,HINES,6/28/50,11226
JOHN,BROWN,1/4/89,11226
JUSTIN,PENA,3/25/70,11226
GEORGE,HALL,11/28/93,11227
CHRISTOPHER,RODGERS,9/2/79,11109
FRED,HUGHES,3/27/53,11109
BRIAN,WILLIAMS,4/19/91,11109
THOMAS,MCPHERSON,4/23/46,11226
JACK,BELL,1/3/93,11226
AARON,BROWN,3/3/53,11226
PETER,SCHWARTZ,1/9/99,11226
JAMES,BENNETT,11/3/42,11227
JAMES,DUKE,7/11/55,11109
DAVID,SMITH,12/7/41,11226
CHRISTOPHER,WHEELER,1/17/98,11226
ROBERT,ROBINSON,7/10/43,11226
RICHARD,BLANKENSHIP,11/26/87,11226
JOSEPH,MARTIN,1/8/83,11109
KEITH,DIAZ,9/16/71,11226
STEVEN,RILEY,7/22/70,11227
JOHN,WARD,4/16/50,11226
JAMES,WILLIAMS,2/25/50,11226
